"X","Y","Z","GpsTime"
592071.903,5407597.868,1616.680,126026642.505
592122.492,5407619.473,1642.200,126026643.561
592058.039,5407692.292,1642.120,126026643.583
591939.458,5407734.709,2718.760,126026644.737
591871.489,5407815.027,2845.430,126026645.037
591947.460,5407993.997,1732.310,126026645.813
591906.288,5407923.033,2764.530,126026646.616
591979.810,5407857.948,2903.550,126026647.136
591938.991,5408242.887,1834.530,126026648.905
592134.838,5408060.431,1839.840,126026649.304
592341.661,5407861.963,1784.530,126026649.447
592067.473,5408265.028,1871.860,126026651.084
592349.871,5408003.810,1812.810,126026651.434
592197.031,5408237.117,1861.270,126026652.348
592202.897,5408276.107,1837.930,126026652.898
592473.109,5408001.508,1776.020,126026653.029
592182.619,5408188.358,2688.790,126026653.368
592216.727,5408212.622,2848.070,126026654.454
592473.111,5408122.539,1790.280,126026654.573
592300.260,5408311.787,1836.070,126026654.620
592233.849,5408300.582,2519.200,126026655.050
592198.649,5408521.938,1754.130,126026655.720
592324.451,5408401.717,1810.250,126026656.087
592597.479,5408133.470,1752.880,126026656.490
592329.398,5408519.783,1753.710,126026657.550
592533.109,5408297.218,1865.330,126026657.885
592599.830,5408254.702,1772.120,126026658.107
592325.901,5408641.613,1703.980,126026659.075
592721.488,5408270.149,1711.680,126026660.004
592478.360,5408389.571,2826.990,126026660.149
592451.761,5408645.799,1706.520,126026661.102
592611.147,5408389.647,2681.500,126026661.706
592562.531,5408600.608,2696.980,126026663.579
592486.182,5408840.549,1642.140,126026663.775
592654.362,5408520.027,2868.530,126026664.102
592689.192,5408656.783,2905.010,126026666.200
592755.059,5408702.028,2728.500,126026667.291
592581.620,5409043.760,1565.410,126026667.322
592736.749,5408902.767,1642.820,126026667.706
592846.162,5408778.770,1704.600,126026667.752
592837.592,5408743.229,2539.940,126026668.506
592700.449,5409046.283,1590.510,126026668.692
592839.139,5409179.880,1563.070,126026671.328
593232.758,5408799.090,1754.110,126026672.325
593125.652,5409049.588,1644.610,126026673.307
593229.733,5408926.229,1711.640,126026673.378
593099.041,5409187.342,1612.500,126026674.365
593384.953,5408936.798,1642.170,126026675.105
593196.087,5409316.608,1617.140,126026676.814
593497.070,5409039.058,1607.600,126026677.412
593268.028,5409158.961,2604.810,126026678.373
593273.270,5409380.920,1642.260,126026678.446
593229.959,5409447.579,1604.660,126026678.576
593303.518,5409236.072,2891.420,126026680.527
593305.999,5409369.013,1641.950,126026812.717
593349.263,5409293.397,1684.900,126026813.328
593213.483,5409203.612,1623.490,126026815.572
593245.712,5409174.350,1663.290,126026815.674
593638.440,5408805.560,1592.060,126026816.014
593340.387,5409061.339,1663.770,126026816.234
593395.508,5409134.612,2753.760,126026816.573
593478.638,5408868.340,1642.210,126026817.347
593153.302,5409139.062,1642.210,126026817.500
593374.250,5409013.693,2582.780,126026818.320
593343.801,5409042.518,2834.950,126026818.760
593360.791,5408790.300,1684.810,126026820.085
593089.687,5408946.941,1640.280,126026821.237
593373.238,5408678.118,1688.400,126026821.801
593004.098,5408954.840,1642.140,126026822.362
592970.311,5408914.942,1649.530,126026823.503
593238.949,5408676.289,1696.410,126026823.710
593142.009,5408870.332,2803.440,126026823.882
592981.699,5408777.907,1710.700,126026825.630
593106.660,5408665.718,1718.270,126026825.686
592960.851,5408678.500,2789.910,126026829.036
592975.348,5408537.783,1702.950,126026829.462
592972.300,5408593.300,2713.390,126026830.086
593106.717,5408369.060,1728.380,126026830.451
592714.227,5408661.190,1749.910,126026831.204
592978.037,5408405.921,1658.980,126026831.541
592741.239,5408508.343,1787.090,126026833.130
592843.992,5408402.587,1691.160,126026833.206
592588.089,5408534.067,1783.410,126026834.276
592803.399,5408448.091,2770.140,126026834.327
592752.291,5408392.087,2672.970,126026835.573
592456.161,5408524.188,1764.820,126026835.762
592847.252,5408146.507,1643.150,126026836.060
592606.240,5408368.160,1808.050,126026836.166
592708.091,5408304.841,2605.850,126026837.178
592453.161,5408410.541,1817.910,126026837.300
592688.411,5408283.687,2861.200,126026838.229
592619.218,5408297.461,2727.950,126026838.651
592667.539,5408238.108,2759.510,126026838.994
592484.303,5408237.748,1836.950,126026839.794
592570.211,5408214.331,2842.040,126026840.819
592357.262,5408250.161,1906.120,126026841.640
592738.501,5407869.798,1622.490,126026842.066
592512.920,5408132.707,2808.840,126026842.751
592318.338,5408144.563,1850.460,126026843.866
592438.833,5408059.888,2810.190,126026844.739
592202.222,5408130.761,1909.910,126026845.392
592275.072,5408017.411,1950.440,126026846.107
592363.248,5408014.153,2673.440,126026846.136
592235.367,5408022.037,1859.530,126026846.388
592071.031,5407988.271,1773.610,126026848.684
592176.723,5407867.671,2752.600,126026850.672
592106.667,5407760.298,1707.100,126026851.304
592151.627,5407569.111,1642.160,126026853.535
591938.212,5407743.488,1672.890,126026853.792
591809.277,5407834.472,1642.130,126026854.069
592103.660,5407701.061,2784.960,126026854.096
592194.579,5407469.417,1634.040,126026854.427
592186.338,5407357.583,1641.760,126026856.153
591958.781,5407626.340,2668.170,126026856.822
591683.743,5407727.298,1705.420,126026857.242
591805.163,5407584.232,1683.500,126026857.760
591848.011,5407469.959,1596.960,126026858.821
591893.657,5407558.003,2828.820,126026858.907
591900.952,5407519.100,2822.710,126026859.373
591859.331,5407544.238,2768.460,126026859.447
591833.852,5407341.683,1560.100,126026860.886
591752.069,5407477.683,2793.140,126026861.799
591855.402,5407357.468,2620.630,126026861.984
591974.861,5407090.920,1480.260,126026862.640
591827.720,5407215.043,1531.420,126026862.758
591786.403,5407325.571,2680.520,126026863.392
591858.069,5407093.643,1686.430,126026864.378
591739.029,5407299.207,2749.300,126026864.472
591686.230,5407289.868,2860.890,126026865.421
591583.237,5407211.182,1591.170,126026865.887
591687.138,5407192.673,2550.410,126026866.323
591661.401,5407193.231,2729.310,126026866.916
591540.948,5407171.471,1646.420,126026867.055
591521.240,5407189.388,2598.620,126026868.516
591597.887,5407118.269,2627.340,126026868.618
591421.260,5407124.329,1648.360,126026869.205
591453.648,5407075.328,1604.950,126026869.463
591688.540,5406835.740,1478.740,126026869.746
591366.282,5407062.888,1641.930,126026870.733
591402.070,5407030.301,2716.070,126026872.424
591347.358,5407042.957,2834.120,126026873.120
591223.423,5406987.751,2725.830,126026875.314
591205.992,5406795.751,1632.220,126026876.409
591050.929,5406938.248,1748.420,126026876.567
591405.957,5406473.048,1444.660,126026878.279
591312.978,5406556.088,1520.560,126026878.337
591188.008,5406672.018,1590.210,126026878.378
591054.622,5406704.280,1650.010,126026879.711
591097.331,5406781.362,2787.600,126026879.952
591317.169,5406438.830,1481.420,126026880.017
591065.111,5406709.990,2791.510,126026881.401
591188.509,5406426.099,1513.380,126026881.851
590930.482,5406416.080,1543.080,126026885.370
590881.390,5406526.281,2760.850,126026886.338
590795.061,5406463.698,2741.080,126026888.239
590546.021,5406420.260,1657.220,126026889.651
590632.139,5406337.799,1642.210,126026889.682
590942.512,5405998.148,1415.810,126026889.969
590788.961,5406049.929,1476.910,126026890.970
590538.277,5406269.807,1595.180,126026891.339
590402.302,5406404.790,1675.370,126026891.353
590686.328,5406228.359,2530.730,126026892.253
590677.762,5406039.269,1510.990,126026892.392
590581.361,5406291.879,2730.440,126026893.219
590275.298,5406313.098,1642.240,126026894.144
590544.383,5406034.199,1503.780,126026894.663
590679.603,5405889.158,1357.170,126026894.780
590578.892,5405968.600,1444.490,126026895.245
590540.302,5406140.291,2786.860,126026896.341
590467.107,5406157.158,2718.810,126026896.919
590412.139,5406026.618,1501.310,126026897.038
590283.150,5406140.652,1558.220,126026897.163
590551.280,5405884.151,1386.590,126026897.214
590375.933,5406121.401,2499.080,126026898.309
590427.880,5406005.103,2802.310,126026900.080
590400.812,5406031.343,2841.720,126026900.106
590227.241,5405993.638,2672.220,126026903.291
590428.700,5405776.972,1437.630,126026903.906
590559.207,5405656.649,1429.670,126026904.066
590122.779,5405878.148,2027.790,126026906.246
590031.963,5405759.477,1605.450,126026908.498
590173.650,5405509.663,1600.760,126026909.761
589876.312,5405566.053,2608.000,126026913.688
589922.199,5405438.489,2565.140,126026914.821
589912.757,5405241.813,1777.470,126026917.059
589520.517,5405559.358,1851.580,126026917.513
589785.381,5405246.307,1804.780,126026918.588
589676.150,5405348.140,2299.760,126026918.967
589774.362,5405217.027,1846.560,126027111.253
589912.957,5405108.270,1891.940,126027111.836
589876.861,5405172.180,1894.440,126027112.122
589972.349,5405164.977,1839.780,126027113.228
589865.358,5405191.551,2571.990,126027113.461
589929.721,5405223.057,2659.050,126027114.876
589891.962,5405387.609,2670.220,126027116.405
590041.753,5405623.153,1612.530,126027119.888
590101.162,5405664.869,2384.020,126027122.200
590282.029,5405752.772,1502.130,126027124.215
590407.378,5405760.370,1453.340,126027125.918
590543.638,5405618.118,1468.510,126027126.042
590811.861,5405634.041,1329.750,126027129.375
590448.247,5405892.641,2446.560,126027129.742
590449.021,5405900.253,2766.230,126027130.416
590570.740,5405899.907,2781.370,126027132.074
590543.262,5406145.773,1569.380,126027132.886
590808.682,5405893.167,1347.560,126027133.133
590597.928,5406008.468,2733.660,126027133.691
590825.992,5405921.048,2047.730,126027134.781
590613.393,5406179.171,2490.790,126027135.632
590685.142,5406277.490,1588.120,126027136.648
590630.482,5406383.888,1642.250,126027137.196
591066.199,5406147.898,1405.590,126027139.503
590884.430,5406257.312,2686.630,126027140.200
590940.980,5406295.553,2526.120,126027140.978
590944.331,5406378.308,2397.440,126027141.611
591058.580,5406420.369,1524.840,126027141.645
590934.087,5406636.108,1642.000,126027143.258
591049.522,5406414.281,2761.060,126027144.323
591129.351,5406378.933,2425.400,126027144.375
591105.672,5406415.301,2585.250,126027144.765
591137.942,5406405.973,2563.480,126027145.035
591060.521,5406659.651,1621.630,126027145.419
591344.747,5406396.901,1433.100,126027145.773
591433.092,5406552.980,1470.230,126027148.924
591333.989,5406660.830,2574.300,126027150.722
591442.312,5406687.907,1515.100,126027150.787
591332.933,5406702.440,2655.310,126027151.325
591597.281,5406622.649,1444.560,126027151.922
591291.731,5406961.009,1642.450,126027152.376
591328.727,5406925.487,1606.670,126027152.393
591445.858,5406814.378,1546.060,126027152.454
591571.660,5406700.162,1461.550,126027152.550
591420.518,5406725.560,2627.570,126027152.689
591575.757,5406821.768,1507.050,126027154.158
591491.078,5406817.441,2762.310,126027154.917
591842.238,5406688.373,1390.770,126027155.785
591470.939,5406941.482,2722.300,126027156.096
591460.462,5407145.500,1642.130,126027156.593
591846.043,5406819.822,1423.350,126027157.398
591851.389,5406867.028,1487.770,126027157.984
591726.963,5407077.347,1593.230,126027158.903
591943.100,5406941.493,1436.920,126027159.833
591727.228,5407051.152,2737.170,126027160.709
591767.520,5407140.923,2261.000,126027161.422
591673.978,5407350.260,1661.330,126027161.600
591714.500,5407336.678,1601.480,126027161.886
591735.010,5407407.768,1642.100,126027163.159
591685.880,5407469.171,1671.720,126027163.285
591821.110,5407225.491,2591.700,126027163.813
591817.727,5407227.008,2725.210,126027164.031
591982.390,5407263.610,2471.360,126027166.393
592203.907,5407201.878,1629.690,126027167.534
592025.268,5407365.051,2505.200,126027168.291
592230.258,5407337.253,1682.410,126027169.834
592076.141,5407470.378,2749.710,126027170.592
591945.998,5407721.261,1616.520,126027170.805
592248.690,5407505.847,1696.020,126027172.418
592194.600,5407592.117,2450.370,126027173.316
592344.870,5407609.088,1727.170,126027174.513
592207.153,5407864.359,1763.250,126027175.662
592299.051,5407698.602,2648.320,126027176.018
592587.397,5407599.039,1693.690,126027177.071
592434.707,5407740.689,2673.290,126027178.223
592348.569,5408117.671,1827.170,126027180.251
592744.220,5407752.592,1621.370,126027180.420
592448.640,5407995.361,2405.810,126027180.980
592484.680,5407927.670,2740.370,126027181.193
592707.881,5407902.049,1650.800,126027181.698
592553.631,5407920.788,2707.350,126027181.914
592866.863,5407880.888,1588.600,126027183.296
592664.003,5407970.931,2702.800,126027183.906
592726.062,5408125.317,1694.060,126027184.489
592861.060,5407994.722,1614.880,126027184.518
592682.171,5408008.510,2713.710,126027184.610
592735.840,5408147.800,2590.810,126027186.794
592986.608,5408121.203,1585.830,126027187.891
592725.319,5408394.217,1751.740,126027188.226
592957.351,5408275.272,1642.670,126027190.065
593117.388,5408141.138,1541.870,126027190.456
592876.973,5408276.618,2596.110,126027190.477
592873.631,5408292.359,2761.930,126027190.869
593005.533,5408352.512,1642.170,126027192.052
592850.709,5408529.429,1732.060,126027192.294
592857.760,5408650.823,1779.980,126027194.241
593249.858,5408270.492,1559.230,126027194.484
592980.431,5408658.342,1746.490,126027196.063
593111.748,5408460.962,2652.430,126027196.067
593216.901,5408547.102,1642.190,126027197.513
593364.018,5408405.788,1596.710,126027197.642
593230.121,5408568.623,2424.270,126027198.595
593108.322,5408782.870,1709.770,126027198.908
593255.921,5408555.690,2695.740,126027199.025
593212.540,5408659.027,2677.360,126027199.705
593492.250,5408525.168,1641.170,126027200.334
593481.981,5408660.307,1675.710,126027201.646
593582.408,5408664.237,1642.220,126027202.717
593418.760,5408712.298,2662.810,126027202.789
593639.048,5408665.430,1609.080,126027203.298
593518.422,5408790.201,1637.300,126027203.367
593411.091,5408782.829,2710.000,126027203.615
593377.529,5409045.962,1640.750,126027204.546
593501.743,5408932.433,1603.120,126027204.642
593497.238,5408810.738,2569.320,126027204.755
593631.178,5408932.687,1571.760,126027206.050
593460.100,5409150.539,1625.170,126027206.574
593431.580,5409185.517,1642.450,126027206.666
593599.768,5408894.002,2623.710,126027207.121
593572.392,5409010.150,1571.270,126027324.636
593745.337,5408793.938,1556.330,126027325.238
593860.690,5408649.638,1550.910,126027325.622
593712.911,5408752.531,2565.650,126027327.992
593710.598,5408744.970,2646.520,126027328.265
593628.623,5408752.269,2487.700,126027329.051
593358.873,5408913.729,1654.110,126027329.296
593487.370,5408787.951,1651.620,126027329.415
593546.370,5408709.988,1642.170,126027329.724
593634.267,5408564.610,1639.060,126027330.643
593600.487,5408629.089,2540.800,126027331.217
593533.322,5408695.171,2649.800,126027331.308
593534.953,5408607.243,2596.150,126027332.410
593640.270,5408404.427,1593.360,126027332.602
593423.731,5408604.343,2604.360,126027333.857
593372.810,5408526.518,1627.660,126027334.293
593408.901,5408554.899,2470.660,126027334.509
593415.387,5408520.002,2663.310,126027335.136
593511.992,5408278.352,1576.010,126027335.532
593403.447,5408442.440,2624.960,126027336.208
593248.820,5408398.689,1588.810,126027336.961
593103.090,5408538.450,1690.940,126027337.095
593145.730,5408479.021,1642.090,126027337.263
593130.049,5408393.419,1632.080,126027338.609
593220.311,5408398.851,2719.330,126027339.270
593115.900,5408311.189,1642.290,126027339.870
593243.891,5408152.553,1503.960,126027340.089
593118.069,5408255.062,1594.190,126027340.513
593132.469,5408359.828,2569.140,126027340.630
593014.272,5408272.477,1622.810,126027341.694
593149.483,5408196.199,2593.720,126027342.775
593107.308,5408150.361,2667.660,126027344.039
592840.873,5408275.130,1667.040,126027344.218
592868.833,5408210.402,1642.140,126027344.642
592952.421,5408104.541,1709.980,126027345.094
593066.043,5408060.948,2556.980,126027345.586
592867.859,5408124.173,1633.010,126027345.770
592957.310,5408095.342,2719.100,126027346.802
592944.969,5408067.193,2694.330,126027347.300
592967.600,5408001.012,2615.530,126027347.784
592889.853,5408021.633,2689.200,126027348.629
592776.632,5407981.541,2612.180,126027350.501
592596.261,5408001.982,1731.830,126027351.003
592801.469,5407886.470,2663.480,126027351.651
592599.100,5407873.280,1726.310,126027352.986
592717.050,5407778.778,2695.400,126027354.329
592472.730,5407868.951,1753.210,126027354.786
592470.067,5407746.437,1724.580,126027356.448
592575.928,5407742.658,2689.060,126027356.636
592342.682,5407738.312,1748.480,126027358.181
592560.969,5407572.923,2641.420,126027359.081
592218.457,5407741.720,1723.910,126027359.456
592214.079,5407609.690,1690.530,126027361.119
592350.263,5407483.557,1719.300,126027361.161
592466.062,5407473.080,2634.300,126027361.610
592304.601,5407552.680,2407.840,126027362.144
592254.971,5407223.243,1694.840,126027365.803
592363.481,5407086.889,1715.550,126027366.414
592222.178,5407353.550,2692.430,126027366.598
591958.607,5407344.629,1518.630,126027367.639
592087.338,5407212.000,1555.670,126027368.039
592172.527,5407211.832,2691.060,126027369.365
591965.863,5407213.170,1496.580,126027369.633
592098.760,5407090.118,1524.000,126027369.752
592077.838,5407194.820,2591.820,126027370.697
592101.237,5406955.023,1518.980,126027371.895
592070.203,5407106.842,2642.530,126027372.238
591972.941,5407180.352,2674.360,126027372.492
592022.151,5407130.842,2628.370,126027372.505
591974.548,5407114.391,2736.320,126027373.612
591968.123,5406955.159,1453.100,126027373.943
592114.931,5406829.851,1524.330,126027374.007
591926.480,5406982.148,2666.320,126027375.998
591852.880,5407010.367,2666.570,126027376.532
591970.912,5406563.513,1346.170,126027378.650
591443.767,5406942.583,1562.360,126027380.628
591704.298,5406867.692,2735.360,126027380.767
591705.651,5406348.490,1444.960,126027385.306
591520.732,5406676.929,2520.090,126027385.454
591324.782,5406677.171,1565.950,126027385.684
591520.580,5406558.872,2696.350,126027387.664
591295.882,5406340.823,1444.580,126027390.843
591065.962,5406543.158,1581.880,126027391.401
591458.159,5406034.211,1347.140,126027392.868
591301.008,5406356.241,2557.290,126027393.321
591257.753,5406418.433,2753.550,126027393.474
591109.639,5406379.177,2414.070,126027395.337
591200.888,5406265.071,2748.540,126027396.595
590998.317,5406222.890,1444.430,126027397.196
590806.157,5406409.737,1569.580,126027397.323
591108.798,5406191.479,2471.930,126027398.599
591024.033,5406257.978,2596.170,126027399.025
590932.623,5406152.993,2600.180,126027401.854
591044.459,5406020.998,2483.980,126027402.143
590913.608,5406036.500,1449.480,126027402.188
591076.192,5405662.361,1228.550,126027405.217
590689.338,5405997.608,1433.500,126027405.584
591069.723,5405618.779,1253.640,126027405.927
590815.541,5405934.793,2474.580,126027406.325
590789.968,5405913.529,2736.280,126027407.335
590550.502,5405949.659,1450.280,126027407.893
590435.248,5405882.871,1431.400,126027410.097
590618.499,5405774.939,2541.660,126027411.214
590625.861,5405757.939,2632.700,126027411.508
590570.400,5405751.869,2492.490,126027412.092
590552.701,5405718.581,2648.130,126027413.048
590436.452,5405656.669,1442.690,126027413.606
590561.768,5405645.611,2588.140,126027413.916
590558.137,5405606.167,2695.780,126027414.714
590419.748,5405625.041,2660.360,126027416.219
590159.302,5405754.107,1546.710,126027416.373
590421.512,5405385.303,1578.490,126027418.175
590161.802,5405619.113,1582.220,126027418.341
590340.740,5405495.668,2736.050,126027419.170
590334.162,5405354.263,2531.070,126027420.963
590286.258,5405212.141,2383.450,126027423.350
590180.198,5405268.083,2514.650,126027424.093
590149.551,5405160.040,2636.950,126027426.113
590131.982,5405149.512,2500.070,126027426.304
590128.263,5404946.219,2283.690,126027623.216
590063.308,5405125.079,1807.100,126027623.590
590136.090,5404954.419,2592.140,126027624.174
590036.192,5405234.488,1748.440,126027624.525
590158.812,5405125.960,1786.110,126027624.788
590230.319,5405076.618,2275.600,126027626.040
590251.157,5405078.823,2501.470,126027626.862
590178.139,5405400.237,1632.100,126027627.235
590293.967,5405137.261,2428.790,126027627.902
590305.133,5405387.338,1609.420,126027628.676
590295.229,5405496.801,1583.720,126027630.148
590567.091,5405245.219,1574.430,126027630.477
590336.923,5405274.040,2522.030,126027630.679
590379.011,5405406.388,1786.690,126027630.807
590441.803,5405234.822,2289.490,126027630.854
590389.327,5405228.262,2566.400,126027630.900
590381.281,5405338.213,2349.950,126027631.641
590825.981,5405383.837,1436.510,126027634.434
590573.922,5405363.352,2520.680,126027634.751
590604.687,5405397.901,2355.000,126027634.984
590557.832,5405759.502,1402.090,126027635.428
590662.069,5405492.492,2551.990,126027637.668
590803.928,5405764.137,1307.580,126027638.181
590828.932,5405509.741,2042.440,126027638.216
590664.860,5405856.372,1579.210,126027638.474
590814.402,5405509.268,2269.610,126027638.907
590723.031,5405720.947,2023.250,126027639.346
590933.472,5405573.367,1993.440,126027640.367
591058.069,5405713.208,1246.930,126027641.032
590829.717,5405619.823,2512.390,126027641.552
590856.861,5405679.729,2312.430,126027641.970
591209.392,5405621.147,1211.740,126027642.025
590938.789,5405895.980,1346.150,126027642.521
590813.940,5406004.538,1431.250,126027642.547
590923.003,5405751.289,2649.680,126027645.460
590929.972,5405780.838,2541.000,126027645.703
590930.638,5405851.477,2546.680,126027646.602
590943.550,5405837.357,2642.220,126027646.812
591273.811,5405735.450,1665.680,126027647.568
591345.723,5405749.560,1245.800,126027647.740
590923.471,5406154.647,1452.080,126027647.826
591201.801,5405902.092,1357.920,126027648.080
590953.041,5406161.319,1438.700,126027648.341
591465.958,5405748.630,1224.080,126027649.500
591075.459,5406215.337,1444.570,126027650.630
591056.081,5406240.021,1444.560,126027650.671
591203.007,5405952.712,2541.120,126027651.554
591074.378,5406297.521,1485.600,126027651.619
591179.902,5406047.692,2598.900,126027652.541
591188.553,5406300.862,1465.010,126027653.250
591202.610,5406074.977,2633.450,126027653.288
591221.591,5406279.323,1443.890,126027653.411
591211.132,5406142.688,2493.200,126027653.966
591331.833,5406287.991,1410.610,126027655.068
591342.761,5406125.101,2611.510,126027655.735
591308.368,5406175.051,2630.760,126027655.958
591470.627,5406306.569,2595.820,126027659.551
591467.143,5406537.650,1429.740,126027659.729
591705.662,5406365.128,1445.310,126027660.539
591576.842,5406547.353,1418.580,126027660.996
591848.368,5406307.651,1336.620,126027661.330
591725.293,5406428.927,1415.170,126027661.352
591646.771,5406583.148,1444.580,126027662.035
591567.150,5406417.637,2655.840,126027662.204
591589.217,5406512.013,2449.940,126027663.045
591624.892,5406521.228,2393.000,126027663.438
591745.657,5406530.011,1843.700,126027663.536
591693.173,5406676.782,1451.540,126027663.546
591758.857,5406522.103,1838.050,126027663.610
591847.957,5406559.939,1373.110,126027663.888
591741.202,5406780.940,1444.530,126027665.709
591748.307,5406577.998,2459.300,126027666.001
591686.333,5406605.097,2672.570,126027666.123
591704.980,5406955.631,1514.140,126027667.908
592027.732,5406655.230,1496.630,126027668.555
591815.333,5406947.892,1526.840,126027669.604
592088.747,5406688.021,1409.260,126027669.844
592070.502,5406803.129,1444.110,126027671.347
591820.438,5407076.442,1505.590,126027671.416
591894.788,5406866.913,2506.800,126027671.849
591993.002,5406838.072,2596.630,126027672.999
592226.142,5406826.692,1550.050,126027674.054
592087.570,5406879.999,2667.020,126027674.839
592074.508,5406950.853,2638.830,126027675.509
592328.481,5406905.332,1642.150,126027676.280
592093.867,5407026.357,2595.850,126027676.552
592205.643,5407081.093,1602.230,126027676.690
592083.431,5407346.632,1568.820,126027677.987
592216.362,5407025.180,2663.580,126027678.124
592476.741,5406958.789,1715.120,126027678.335
592256.648,5407036.942,2622.890,126027678.655
592192.619,5407187.938,2340.420,126027679.069
592480.201,5407093.397,1725.880,126027680.003
592352.109,5407219.730,1737.190,126027680.040
592317.267,5407133.282,2661.240,126027680.678
592606.210,5407085.913,1675.810,126027681.704
592344.989,5407348.790,1727.960,126027681.762
592472.891,5407222.582,1708.020,126027681.788
592337.102,5407271.189,2438.190,126027682.241
592478.703,5407350.541,1716.690,126027683.719
592428.981,5407278.470,2683.880,126027684.002
592432.512,5407347.369,2615.290,126027684.762
592493.361,5407293.953,2638.290,126027684.932
592475.842,5407481.990,1728.700,126027685.364
592608.570,5407351.941,1711.690,126027685.461
592474.710,5407611.011,1736.390,126027686.570
592605.402,5407479.071,1710.070,126027686.585
592634.870,5407379.121,2583.670,126027687.491
592600.507,5407415.748,2689.170,126027687.734
592731.391,5407475.043,1678.050,126027687.786
592611.542,5407467.971,2680.560,126027688.478
592720.240,5407621.920,1650.080,126027689.460
592596.779,5407751.442,1680.000,126027689.553
592858.979,5407488.027,1653.550,126027689.668
592682.950,5407545.972,2646.430,126027690.285
592758.953,5407497.620,2568.350,126027690.507
592861.629,5407567.499,1642.230,126027690.784
592711.859,5407738.210,1646.030,126027690.969
592695.991,5407606.028,2691.620,126027691.269
592877.733,5407630.488,1592.670,126027691.510
592714.082,5407628.112,2626.300,126027691.602
592828.120,5407678.993,2674.580,126027693.738
592729.200,5408001.832,1678.910,126027694.222
592782.242,5407980.542,1642.170,126027694.596
592897.742,5407737.949,2387.460,126027694.763
592916.551,5407766.320,2578.860,126027695.812
592822.019,5408018.072,1642.270,126027695.818
593010.867,5407764.982,2396.000,126027696.769
593119.252,5407881.688,1517.140,126027698.106
593032.931,5407856.132,2643.350,126027698.644
593119.029,5408011.840,1528.600,126027699.746
593379.889,5407748.913,1527.070,126027699.869
593235.119,5408014.230,1488.240,126027700.850
593387.032,5407867.360,1449.980,126027700.940
593379.000,5408007.392,1442.950,126027702.459
593280.888,5408024.497,2511.520,126027703.660
593382.151,5408149.542,1526.800,126027704.637
593497.492,5408048.328,1449.170,126027704.711
593311.162,5408122.148,2670.910,126027705.716
593365.669,5408106.091,2417.240,126027705.755
593504.779,5408159.978,1520.190,126027706.614
593356.422,5408211.452,2656.230,126027707.483
593324.217,5408308.042,2401.230,126027707.860
593412.983,5408193.180,2682.990,126027708.058
593252.442,5408527.440,1620.530,126027708.422
593416.601,5408268.299,2630.130,126027709.004
593743.959,5408183.479,1488.020,126027710.438
593379.838,5408583.881,1642.210,126027711.012
593462.302,5408390.208,2570.100,126027711.109
593524.748,5408399.303,2641.260,126027712.190
593511.457,5408555.010,1658.060,126027712.429
593659.977,5408391.841,2440.690,126027713.612
593908.417,5408269.619,1444.540,126027713.822
593614.050,5408494.688,2651.020,126027714.661
593671.638,5408455.223,2667.260,126027714.958
593764.678,5408572.900,1628.630,126027715.982
593703.109,5408573.327,2595.550,126027716.691
593906.102,5408541.540,1579.040,126027716.883
593852.573,5408607.553,2596.920,126027718.984
594135.610,5408376.772,1408.460,126027876.802
593760.443,5408677.462,1555.930,126027877.721
593895.827,5408414.727,1542.480,126027879.683
593761.737,5408521.339,1672.810,126027880.110
593927.351,5408429.429,2497.300,126027880.336
593812.711,5408455.130,1652.490,126027880.398
593645.390,5408543.200,1663.930,126027881.409
593890.027,5408296.760,1462.430,126027881.535
593769.197,5408405.399,1561.050,126027881.700
593828.028,5408412.569,2478.850,126027881.865
593829.588,5408325.609,2393.170,126027883.021
593843.041,5408211.850,1446.270,126027883.504
593680.563,5408381.191,2382.430,126027884.166
593701.447,5408307.089,2566.400,126027885.137
593638.540,5408279.012,1549.350,126027885.418
593777.457,5408133.710,1385.690,126027885.474
593510.502,5408387.470,1619.860,126027885.695
593640.899,5408021.338,1370.660,126027888.746
593565.800,5408097.179,1444.550,126027888.766
593374.517,5408270.081,1565.070,126027889.038
593596.357,5408102.012,2532.890,126027889.298
593511.001,5407902.068,1434.650,126027891.893
593494.628,5407905.701,2199.000,126027892.690
593388.921,5407888.168,1440.800,126027893.129
593422.078,5407914.320,2409.850,126027893.667
593249.683,5407903.922,2275.690,126027895.603
593254.029,5407752.572,1536.870,126027895.865
592995.352,5408007.959,1580.550,126027895.966
593282.077,5407770.338,2416.610,126027897.234
592991.690,5407880.418,1539.580,126027897.569
593186.051,5407725.110,2211.980,126027898.699
593091.379,5407813.421,2278.300,126027898.916
593154.038,5407615.151,1682.870,126027899.426
592994.638,5407749.683,1541.710,126027899.435
593100.290,5407710.559,2505.010,126027900.701
592868.141,5407746.067,1564.250,126027901.269
593072.162,5407646.811,2520.570,126027902.023
592997.897,5407515.391,1639.980,126027903.127
592853.332,5407631.720,2256.110,126027904.737
592752.750,5407608.240,1622.620,126027905.349
592961.083,5407449.839,2231.620,126027905.946
592844.333,5407482.147,2592.650,126027907.674
592877.219,5407241.061,1682.350,126027909.083
592745.907,5407237.552,1673.860,126027910.679
592709.581,5407320.090,2540.800,126027911.608
592609.789,5407232.229,1687.340,126027912.474
592608.007,5407141.473,2440.360,126027915.299
592621.531,5406965.942,1677.630,126027916.169
592421.207,5407084.758,2304.280,126027918.451
592465.690,5407053.342,2501.850,126027918.671
