"X","Y","Z","GpsTime"
582214.347,5414589.258,1719.260,125522443.273
582149.829,5414514.443,1049.300,125522443.962
581950.387,5414462.243,1636.620,125522448.571
581962.701,5414326.378,1100.580,125522448.575
581684.709,5414586.189,953.510,125522451.669
581760.907,5414492.410,1764.670,125522451.744
581371.682,5414495.098,851.550,125522456.957
581406.910,5414351.797,1787.380,125522458.405
581279.791,5414461.092,845.280,125522458.479
581302.708,5414352.792,1763.080,125522460.165
581162.723,5414198.763,826.740,125522461.846
581176.048,5414293.102,1792.180,125522462.725
581036.259,5414447.110,752.960,125522462.893
580960.498,5414193.997,1764.850,125522466.952
580682.300,5414311.653,673.000,125522469.736
580782.817,5413924.761,752.300,125522469.782
580792.538,5414204.219,1786.300,125522469.812
580661.613,5414279.338,1003.340,125522470.588
580658.382,5413929.312,701.650,125522471.652
580642.909,5414154.139,1797.980,125522472.601
580516.487,5414184.422,570.980,125522472.714
580580.603,5414120.059,1808.480,125522473.833
580478.040,5414043.730,1776.680,125522475.961
580383.430,5414024.721,1779.670,125522477.690
579998.739,5414156.659,420.600,125522482.689
579999.630,5414039.908,409.740,125522483.207
579931.710,5413918.692,464.040,125522484.903
579978.958,5413867.531,1740.430,125522485.411
579871.137,5413526.199,490.070,125522487.779
579729.658,5413519.990,488.950,125522490.108
579603.218,5413752.697,1735.960,125522492.213
579477.258,5413914.043,490.050,125522492.348
579482.022,5413780.373,1775.720,125522494.111
579353.252,5413891.820,531.520,125522494.469
579308.331,5413767.258,1786.210,125522497.120
579193.689,5413737.722,1788.230,125522499.269
579094.009,5413641.149,560.160,125522500.406
579081.202,5413502.139,654.900,125522501.125
579096.923,5413351.573,572.360,125522501.345
579080.588,5413622.137,1766.670,125522501.727
579000.482,5413635.659,1778.530,125522503.062
579001.249,5413539.149,1554.030,125522503.264
578846.187,5413654.419,618.030,125522504.392
578869.447,5413601.581,1716.160,125522505.528
578835.513,5413507.589,654.110,125522505.675
578702.482,5413897.688,577.690,125522506.019
578805.939,5413499.439,705.710,125522506.087
578733.189,5413545.897,1591.780,125522508.094
578726.762,5413401.838,1120.760,125522508.536
578604.311,5413516.053,1758.700,125522510.561
578460.140,5413767.691,612.060,125522511.019
578465.437,5413623.941,705.670,125522511.559
578450.101,5413241.991,749.900,125522513.312
578454.837,5413457.581,1710.730,125522513.351
578326.973,5413502.218,726.710,125522514.320
578165.787,5413459.731,1568.990,125522518.085
578174.942,5413348.062,1719.770,125522518.571
578136.123,5413256.630,1378.760,125522519.065
578114.050,5413394.432,1716.040,125522519.406
577944.430,5413638.761,637.870,125522519.477
577943.840,5413117.061,808.220,125522522.061
577868.698,5413297.730,1754.730,125522524.574
577890.593,5413010.367,850.410,125522525.393
577790.058,5413367.653,788.010,125522525.610
577567.817,5413233.319,1721.250,125522530.418
577570.542,5413158.689,1705.760,125522530.746
577532.058,5413110.528,791.800,125522532.057
577462.080,5413211.673,1698.200,125522532.400
577537.979,5413012.157,847.630,125522532.521
577531.807,5412971.231,916.450,125522532.969
577416.071,5413135.473,1741.460,125522533.618
577171.019,5413100.738,1683.860,125522538.028
577081.907,5413063.522,1662.890,125522539.768
577072.971,5413087.892,770.840,125522540.476
577032.600,5412825.353,817.400,125522542.339
577142.659,5412976.381,831.310,125522692.847
577146.093,5413223.141,749.660,125522694.175
577204.260,5412964.710,1569.210,125522694.821
577279.528,5412953.972,916.060,125522695.223
577276.788,5413003.769,1625.940,125522696.400
577268.400,5413042.831,1712.570,125522696.603
577413.468,5412841.572,968.490,125522697.036
577360.121,5413011.067,1402.540,125522697.688
577405.718,5413067.671,863.790,125522698.252
577391.072,5413056.601,1636.560,125522698.842
577406.839,5413228.152,765.670,125522699.309
577490.692,5413064.908,1639.140,125522700.753
577536.508,5413358.801,753.390,125522703.184
577661.349,5413122.621,796.370,125522703.648
577665.869,5413361.100,756.400,125522705.136
577806.231,5413117.059,815.740,125522705.945
577804.477,5413134.129,1708.320,125522706.659
577832.029,5413222.243,1694.500,125522707.560
578054.097,5413022.442,845.930,125522708.723
578058.717,5413115.632,793.210,125522709.325
577992.667,5413282.440,1539.850,125522710.525
578089.621,5413225.731,1711.730,125522712.119
578174.861,5413373.151,716.110,125522712.784
578228.883,5413339.358,457.350,125522713.235
578156.951,5413279.667,1632.160,125522713.588
578200.908,5413483.033,682.870,125522714.235
578204.889,5413246.130,1713.860,125522714.378
578180.432,5413622.041,621.860,125522714.806
578294.019,5413646.089,645.490,125522717.214
578331.600,5413363.642,1729.030,125522717.463
578320.010,5413615.189,703.370,125522717.617
578445.300,5413291.008,1578.540,125522718.801
578419.627,5413375.023,1719.030,125522719.079
578559.551,5413353.932,1636.860,125522721.350
578588.448,5413354.050,1718.150,125522721.945
578758.607,5413397.117,1712.210,125522725.138
578841.360,5413375.003,712.800,125522725.467
578752.950,5413468.319,1700.360,125522725.495
578769.867,5413567.450,653.030,125522725.501
578814.649,5413499.503,1729.860,125522726.801
578862.348,5413441.542,1598.410,125522727.199
578838.792,5413774.357,584.720,125522727.848
578955.267,5413497.668,677.450,125522728.145
579033.592,5413475.100,1596.340,125522730.166
579032.399,5413515.579,1734.050,125522730.535
579092.087,5413770.192,555.930,125522731.631
579228.652,5413515.683,581.890,125522732.641
579224.898,5413903.351,545.980,125522735.069
579269.472,5413881.288,813.690,125522736.254
579488.520,5413386.842,555.130,125522736.735
579346.293,5413627.488,1708.950,125522736.751
579549.149,5413631.389,1742.640,125522740.312
579617.453,5413908.882,377.000,125522743.022
579699.592,5413766.312,1583.570,125522743.973
579612.289,5414036.657,364.920,125522744.197
579743.409,5413779.000,1731.040,125522744.910
579869.232,5414045.698,391.150,125522748.467
579975.000,5413761.242,1725.640,125522748.757
579999.590,5413911.808,409.650,125522749.851
580129.249,5413526.130,378.180,125522749.895
580028.780,5414033.691,489.020,125522751.808
580153.291,5413794.428,497.780,125522752.742
580118.263,5414048.732,452.450,125522753.442
580257.853,5413883.573,1693.770,125522754.408
580279.013,5413895.597,1576.820,125522754.809
580390.999,5413789.368,569.530,125522755.909
580391.598,5413926.077,1706.490,125522756.955
580486.322,5413917.682,1724.080,125522758.543
580611.682,5413955.380,1714.600,125522760.789
580678.771,5414046.433,1713.590,125522762.438
580702.967,5414027.069,1576.740,125522762.583
580756.783,5414061.029,1692.390,125522763.885
580781.498,5414298.651,721.710,125522764.661
580901.901,5414060.643,1714.190,125522766.444
581041.163,5414067.920,1718.500,125522768.985
581059.132,5414127.138,1735.220,125522769.620
581155.972,5414147.058,1730.700,125522771.406
581201.847,5414131.961,1626.490,125522772.018
581179.820,5414311.379,864.470,125522772.066
581301.630,5414061.582,949.280,125522772.790
581182.382,5414429.523,858.180,125522772.838
581299.591,5414191.540,950.810,125522773.448
581328.959,5414206.079,1729.700,125522774.663
581456.410,5414121.011,1479.920,125522776.101
581480.228,5414219.191,1731.220,125522777.413
581500.603,5414195.913,1722.080,125522777.640
581516.089,5414284.899,1638.240,125522778.409
581626.249,5414260.491,1049.310,125522779.783
581673.062,5414292.970,1739.240,125522781.240
581693.918,5414318.703,1098.420,125522781.387
581690.357,5414443.083,1052.630,125522782.212
581683.778,5414464.493,985.760,125522782.230
581820.737,5414199.701,1148.200,125522783.182
581815.143,5414317.859,1725.220,125522783.886
581819.677,5414465.040,978.110,125522784.666
581929.072,5414351.779,1045.300,125522785.906
581916.791,5414415.033,1722.900,125522786.183
582050.149,5414359.569,1708.910,125522788.118
582091.128,5414432.422,1723.040,125522789.052
582099.859,5414573.172,1049.800,125522789.547
582166.110,5414402.949,1603.730,125522789.990
582267.620,5414462.159,1691.780,125522791.977
582283.151,5414685.542,1050.220,125522792.900
582325.813,5414532.028,1731.100,125522793.361
582374.837,5414523.687,1049.210,125522793.462
582348.537,5414497.918,1736.940,125522793.550
582452.152,5414593.590,1051.490,125522795.185
582469.179,5414478.339,1724.850,125522795.444
582467.373,5414555.947,1693.970,125522795.831
582464.353,5414727.630,951.270,125522796.053
582546.050,5414506.132,1629.250,125522796.841
582587.899,5414576.169,1728.000,125522798.090
582704.890,5414603.271,1015.280,125522800.005
582749.450,5414723.571,1087.970,125522801.664
582857.630,5414476.649,1150.520,125522802.194
582803.270,5414733.342,1049.320,125522802.720
582853.089,5414639.490,1736.540,125522803.169
583000.689,5414597.229,1285.440,125522805.168
583114.018,5414603.410,1329.380,125522807.077
583166.437,5414705.853,439.820,125522808.252
583115.503,5414868.843,1292.630,125522808.861
583158.209,5414783.572,1717.780,125522809.210
583537.378,5414846.168,1721.540,125522815.993
583507.339,5415016.840,1230.420,125522816.081
583622.150,5414892.419,1731.480,125522817.691
583757.310,5414949.450,1702.050,125522820.442
584008.731,5414997.417,1291.580,125522824.531
584142.641,5415050.878,1689.000,125522827.607
584282.130,5415146.061,1173.470,125522829.892
584392.239,5415052.201,1720.250,125522831.697
584525.968,5415276.278,1112.750,125522834.458
584669.341,5415281.908,1139.510,125522836.711
584797.428,5415410.771,1133.690,125522840.118
584927.639,5415409.719,1134.360,125522842.390
585054.279,5415414.001,1135.820,125522844.655
585388.461,5415044.750,500.980,125522848.438
585329.862,5415391.482,1698.160,125522849.887
585597.461,5415439.148,1716.430,125522854.442
585829.640,5415687.381,1018.420,125522859.180
585966.697,5415430.040,1148.330,125522860.022
586093.643,5415550.953,1112.360,125522862.981
586085.223,5415684.577,1088.470,125522863.510
586096.807,5415587.032,1682.490,125522863.512
586122.880,5415774.391,1050.850,125522864.537
586259.772,5415456.583,1049.330,125522864.847
586343.692,5415694.059,1096.450,125522867.280
586310.280,5415671.823,1711.600,125522867.430
586482.257,5415565.251,1068.920,125522868.815
586434.852,5415661.282,1718.500,125522869.460
586484.430,5415700.293,1031.640,125522869.592
586609.293,5415573.489,1055.190,125522871.163
586587.667,5415693.148,1051.640,125522871.663
586552.349,5415743.681,1543.750,125522871.869
586619.872,5415701.878,955.530,125522872.351
586567.172,5415948.699,850.190,125522873.019
586629.609,5415742.412,1734.910,125522873.366
586746.061,5415701.660,1094.010,125522874.591
586729.130,5415703.189,1642.640,125522874.696
586820.032,5415729.403,1049.190,125522876.014
586873.533,5415833.863,1093.710,125522877.617
586878.370,5415840.447,1729.940,125522878.097
587004.931,5415860.961,1730.400,125522880.326
586998.231,5416095.290,949.760,125522881.346
587179.872,5415761.670,1049.280,125522882.318
587113.530,5415898.790,1732.710,125522882.325
587161.408,5415827.541,1639.950,125522882.635
587397.298,5415971.519,1709.260,125522887.354
587535.490,5416004.343,841.030,125522889.330
587626.577,5416045.479,1709.340,125522891.435
587781.347,5415982.742,777.550,125522892.896
587775.843,5416371.098,573.870,125522894.970
587902.737,5416085.218,735.170,125522895.478
588064.573,5416040.293,653.970,125522897.883
588139.740,5415979.191,730.810,125522898.916
588138.697,5416084.282,679.670,125522899.467
588170.640,5416117.610,571.550,125522900.116
588323.039,5416286.220,664.020,125522903.710
588429.552,5416376.462,752.450,125522906.101
588451.007,5416318.470,1603.150,125522906.670
588569.809,5416130.480,670.460,125522907.003
588549.748,5416377.898,774.070,125522908.333
588643.529,5416375.587,851.510,125522910.092
588825.761,5416517.263,903.140,125522914.209
588814.820,5416589.728,855.060,125522914.386
588943.808,5416233.129,823.130,125522914.414
588958.763,5416376.053,1711.070,125522915.649
589069.843,5416520.561,957.250,125522917.806
589326.459,5416513.020,1108.900,125522921.946
589385.888,5416518.891,1712.060,125522923.512
589444.493,5416595.728,1696.840,125522924.922
589482.517,5416544.128,1661.220,125522925.196
589489.511,5416611.410,1463.370,125522925.505
589904.047,5416679.131,1459.230,125522932.510
589970.710,5416763.798,1438.720,125522933.864
590004.020,5416772.728,1525.490,125522934.617
590228.068,5416644.897,1124.920,125522936.511
590245.119,5416535.879,1148.720,125523051.648
590145.390,5416623.413,1815.650,125523053.930
589984.522,5416531.592,1149.930,125523056.414
589854.581,5416529.377,1147.420,125523059.165
589628.078,5416542.350,1806.620,125523064.123
589580.933,5416490.549,1125.240,125523064.671
589468.540,5416263.692,1147.450,125523067.571
588558.739,5416250.611,747.610,125523084.836
588592.920,5416198.849,1788.750,125523085.040
588446.653,5416266.647,704.970,125523086.833
588411.949,5416225.730,612.090,125523087.672
588380.962,5416312.479,654.100,125523087.924
588277.902,5416352.952,621.280,125523089.596
587911.632,5415979.772,756.580,125523097.642
587784.422,5416250.870,627.100,125523098.660
587792.397,5415886.312,851.480,125523100.196
587682.171,5416261.547,653.970,125523100.379
587661.538,5415987.207,808.570,125523102.059
587677.308,5415901.641,851.310,125523102.199
587404.390,5415700.668,1114.290,125523108.750
587260.653,5415968.898,951.520,125523109.969
587231.553,5415986.259,1248.950,125523110.833
587256.688,5415813.671,1065.970,125523110.927
587141.661,5415819.148,1094.280,125523113.207
586999.791,5415943.858,1051.470,125523115.472
586936.809,5415692.863,1669.020,125523118.596
586828.621,5415922.577,1056.470,125523118.969
586880.942,5415710.137,1133.130,125523119.075
586756.612,5415915.827,1050.920,125523120.317
586545.477,5415862.181,851.460,125523124.257
586621.628,5415574.869,1006.540,125523124.303
586489.391,5415788.912,1057.440,125523125.788
586363.020,5415827.348,979.180,125523127.867
586359.840,5415691.682,1048.350,125523128.653
586322.402,5415567.902,1679.360,125523130.905
586097.900,5415433.129,1146.310,125523135.809
585969.468,5415300.329,1148.710,125523138.834
585735.080,5415516.299,1409.570,125523142.477
585512.779,5415341.782,1810.750,125523147.885
585449.858,5415164.862,1297.920,125523149.700
585326.359,5415256.748,1807.430,125523151.907
585190.003,5415286.333,1167.740,125523153.861
585178.271,5415290.219,1442.200,125523154.219
584793.602,5414906.158,1226.780,125523162.959
584768.742,5415120.941,1801.870,125523163.238
584680.228,5415058.663,1777.660,125523165.299
584600.481,5415111.278,1742.080,125523166.599
584542.060,5415018.681,1150.920,125523167.491
584559.207,5415031.289,1747.800,125523167.858
584411.753,5414889.270,1301.950,125523170.957
584252.911,5414948.491,1246.880,125523173.873
584155.892,5414753.003,1345.810,125523177.152
583896.230,5414753.360,1382.790,125523182.326
583847.027,5414882.607,1780.050,125523183.263
583768.980,5414983.360,1276.390,125523183.583
583845.933,5414799.849,1783.460,125523183.726
583769.459,5414872.180,1341.900,125523184.231
583636.603,5414747.922,1343.940,125523187.851
583635.962,5414627.282,1398.330,125523188.442
583608.592,5414738.759,1788.490,125523188.927
583512.248,5414779.261,1795.190,125523190.579
583335.661,5414713.260,1795.180,125523194.560
583252.507,5414744.052,1340.620,125523195.283
583290.717,5414709.508,1783.290,125523195.471
583302.381,5414619.739,1772.690,125523195.759
583241.448,5414481.807,1373.860,125523197.207
583125.860,5414730.851,1308.390,125523197.937
583109.548,5414618.668,1784.950,125523199.647
583026.829,5414734.841,1260.670,125523199.833
582958.552,5414566.419,1787.220,125523202.988
582820.392,5414525.709,1766.190,125523206.061
582742.108,5414591.921,1097.750,125523206.496
582734.448,5414569.619,1648.060,125523207.341
582727.031,5414462.578,1798.700,125523208.198
582618.110,5414347.198,998.160,125523209.652
582573.983,5414486.952,1789.060,125523211.020
582470.209,5414340.542,1131.960,125523212.893
582500.759,5414376.071,1756.980,125523212.993
582341.361,5414568.963,1080.870,125523214.076
582334.683,5414452.382,1107.610,125523215.048
582209.503,5414464.323,1106.790,125523217.424
582190.699,5414288.370,1772.170,125523219.502
581963.881,5414453.180,1055.930,125523222.214
581927.477,5414326.708,1733.180,125523224.305
581934.592,5414231.623,1815.100,125523224.726
581794.139,5414320.632,1121.280,125523226.335
581792.910,5414233.793,1824.360,125523227.351
581726.361,5414187.623,1732.250,125523228.701
581570.377,5413935.613,1097.540,125523232.083
581337.899,5414061.578,1828.320,125523236.612
581176.232,5414042.833,1801.070,125523239.761
581034.227,5414318.090,770.540,125523240.026
581075.063,5414112.570,1173.340,125523240.603
581030.087,5413797.782,804.080,125523242.382
581003.149,5413962.681,1615.780,125523243.194
580911.098,5413930.312,762.860,125523244.108
580868.852,5413926.323,1782.890,125523246.399
580674.117,5414170.061,684.100,125523247.970
580752.900,5413905.533,1744.850,125523248.693
580568.411,5413970.337,1605.910,125523251.984
580528.222,5413531.791,555.270,125523254.120
580396.217,5413808.120,1788.330,125523256.034
580262.351,5413810.008,1771.920,125523258.569
579870.500,5414025.720,463.360,125523263.892
580017.938,5413381.449,466.480,125523264.216
579873.999,5413781.348,357.320,125523264.636
579873.457,5413683.029,1788.930,125523266.514
579748.837,5413792.880,399.740,125523266.646
579612.751,5413814.579,498.330,125523269.286
579637.630,5413623.940,1777.940,125523271.242
579620.678,5413258.347,555.860,125523271.905
579520.280,5413512.481,1768.490,125523273.972
579228.353,5413507.972,1802.670,125523279.724
579114.528,5413404.151,1810.740,125523282.470
578970.271,5413646.478,587.090,125523283.543
578974.533,5413514.877,633.210,125523284.183
578839.663,5413619.088,659.930,125523285.898
578904.631,5413337.503,1788.650,125523286.783
578732.340,5413646.143,641.690,125523287.670
578840.481,5413409.252,1805.880,125523287.690
578706.903,5413247.737,783.000,125523290.667
578698.232,5413296.272,1794.830,125523291.023
578576.500,5413238.698,1767.000,125523293.605
578414.218,5413283.580,1741.220,125523296.304
578180.117,5413505.400,635.900,125523299.172
578283.421,5413187.648,1720.730,125523299.278
578280.468,5413170.347,1758.840,125523299.439
578275.261,5412953.032,856.050,125523299.978
578169.301,5413108.350,1698.200,125523301.919
578056.489,5412961.208,901.960,125523304.372
578018.800,5413054.793,1061.040,125523304.648
577930.908,5413072.999,1782.040,125523306.658
577814.671,5413083.058,855.720,125523308.444
577830.478,5412989.180,851.500,125523308.586
577658.171,5413079.642,1708.550,125523311.935
577677.470,5412983.638,1747.660,125523312.028
577507.232,5413003.201,1731.650,125523315.228
577542.911,5412744.511,1010.040,125523316.005
577401.012,5412952.877,1728.110,125523317.658
577405.981,5412731.518,1022.820,125523318.658
577362.052,5412875.661,1701.010,125523318.736
577327.159,5412958.929,1742.080,125523319.030
577297.390,5413057.752,851.920,125523319.347
577279.221,5412840.532,963.040,125523321.027
577204.720,5412863.850,1693.950,125523321.964
577178.657,5412927.300,1726.730,125523322.076
577146.903,5413098.362,771.730,125523322.333
577053.342,5412960.548,806.480,125523324.075
577075.853,5412878.849,1620.680,125523324.149
577081.480,5412847.362,1699.670,125523324.238
577077.810,5412818.238,855.060,125523324.468
577037.510,5412701.207,857.620,125523326.255
577014.388,5412703.030,832.520,125523326.838
577032.292,5412576.083,896.110,125523327.537
585910.312,5402840.169,2856.360,125875172.665
585643.781,5403075.180,2672.890,125875174.687
586266.651,5403083.628,3008.480,125875179.530
586162.737,5403224.668,2945.390,125875180.792
586238.078,5403194.702,2997.870,125875180.909
586396.480,5403224.027,3169.370,125875182.610
586412.893,5403355.551,3129.340,125875185.057
586034.883,5403577.619,2701.520,125875185.086
586523.893,5403372.931,3199.350,125875186.447
586537.971,5403488.772,3134.030,125875188.927
586490.229,5403610.683,2982.880,125875190.224
586668.740,5403613.860,3104.980,125875191.954
586792.032,5403609.538,3085.540,125875192.648
586560.420,5403726.011,3033.710,125875193.154
587000.232,5403774.980,2981.850,125875197.140
586818.519,5403962.278,2841.180,125875198.406
587042.931,5403897.603,2976.990,125875199.148
586931.928,5403990.752,2850.010,125875199.735
586661.368,5404131.069,2720.270,125875200.128
586905.817,5404034.493,2785.390,125875200.232
587056.393,5404014.070,2926.310,125875201.432
586790.408,5404252.421,2636.940,125875203.039
586790.167,5404402.380,2542.760,125875205.898
587263.763,5404223.202,2827.850,125875206.710
587161.790,5404266.862,2869.770,125875206.976
587442.778,5404279.901,2722.490,125875209.027
587170.293,5404530.177,2693.460,125875212.095
587166.133,5404653.101,2651.360,125875214.348
587309.032,5404275.338,2766.650,125875374.155
587383.708,5403955.329,2827.850,125875376.268
587050.902,5404403.792,2727.370,125875376.734
587310.131,5403885.169,2871.180,125875378.365
587087.238,5403980.038,3029.880,125875383.286
587196.080,5403759.798,2963.330,125875383.936
587179.863,5403638.149,2975.030,125875385.629
586805.669,5403753.339,2963.320,125875390.881
586930.462,5403500.147,3177.050,125875391.784
586801.262,5403669.811,3017.020,125875391.938
586800.227,5403493.531,3151.400,125875393.849
586821.512,5403374.211,3203.240,125875394.835
586686.368,5403510.077,3147.040,125875395.515
586741.359,5403430.980,3223.050,125875395.557
586718.579,5403405.399,3212.650,125875396.145
586416.287,5403611.462,2910.930,125875398.340
586481.628,5403243.390,3223.030,125875402.024
586528.382,5403090.282,3203.040,125875402.876
586423.527,5403188.401,3238.750,125875403.637
586414.598,5403091.249,3135.770,125875404.763
586297.679,5403227.380,3086.630,125875405.196
586274.310,5402948.230,3012.030,125875408.614
586038.340,5403219.259,2883.710,125875409.454
585999.253,5403232.198,2805.940,125875409.891
586020.349,5403127.498,2549.420,125875410.263
586152.753,5402952.598,2963.120,125875410.647
586037.607,5403085.750,2899.390,125875411.042
586157.261,5402558.522,2771.460,125875414.755
586027.547,5402697.871,2754.940,125875415.516
585771.328,5402955.842,2725.350,125875417.148
585937.372,5402430.837,2651.260,125875420.379
585640.147,5402821.330,2737.300,125875421.510
585597.029,5402404.899,3045.320,125875561.059
585570.340,5402445.220,2782.130,125875561.096
585708.162,5402249.778,4095.880,125875561.115
585788.082,5402448.948,2695.170,125875562.801
585837.999,5402382.850,3420.920,125875563.297
586291.859,5402439.839,2779.210,125875566.551
585645.421,5402696.250,2700.720,125875566.965
585899.419,5402693.487,2748.630,125875568.295
586143.948,5402685.700,2805.120,125875569.644
585923.023,5402799.099,2805.200,125875570.169
586010.162,5402781.381,2793.810,125875570.446
586422.549,5402697.703,2935.920,125875571.978
586396.027,5402708.991,3513.090,125875573.269
586291.492,5402825.470,2940.320,125875573.402
586502.939,5402778.147,3011.610,125875574.141
586348.102,5402897.400,3025.460,125875575.707
586426.521,5402968.509,3091.810,125875578.059
586288.978,5403110.933,3096.240,125875580.078
586565.347,5403106.710,3223.110,125875582.104
586807.239,5403106.653,3244.860,125875583.722
586552.807,5403228.621,3251.360,125875584.266
586276.613,5403383.323,2984.630,125875584.710
586676.689,5403229.762,3263.980,125875585.125
586347.793,5403430.369,3025.490,125875586.009
586556.512,5403347.128,3242.460,125875586.338
586935.473,5403234.520,3249.240,125875586.917
586673.499,5403352.592,3256.400,125875587.248
586596.917,5403423.530,3223.540,125875587.995
586492.398,5403542.129,3025.330,125875589.238
586672.531,5403465.850,3228.450,125875589.465
587029.397,5403466.657,3228.640,125875592.103
587077.330,5403505.090,3159.910,125875593.027
586931.930,5403611.690,3123.900,125875593.978
587061.738,5403623.081,3121.590,125875595.098
587160.302,5403615.467,3031.570,125875595.478
586938.928,5403720.388,3027.260,125875595.995
587323.577,5403627.971,2927.640,125875596.637
587059.347,5403745.322,3081.450,125875597.386
587132.799,5403743.662,3025.530,125875597.774
586795.251,5404014.692,2743.980,125875599.912
587578.438,5404022.218,2736.960,125875605.189
586947.319,5404291.500,2691.460,125875605.470
587566.887,5404408.437,2661.030,125875612.345
587657.911,5404397.300,2634.960,125875612.729
587595.171,5404260.312,4219.290,125875613.305
587565.240,5404277.138,2689.460,125875750.828
587331.623,5404157.003,2767.930,125875757.397
587513.488,5403668.262,2827.810,125875759.373
587462.553,5403503.358,2951.190,125875762.310
587075.321,5403878.047,3029.400,125875764.248
587328.992,5403490.392,2997.690,125875764.333
587306.287,5403484.720,3032.760,125875764.721
587215.290,5403537.778,3011.260,125875765.478
586937.923,5403766.370,2967.190,125875767.145
586899.509,5403679.102,3024.860,125875768.586
587138.420,5403267.421,3229.560,125875769.456
587059.893,5403254.180,3231.650,125875771.067
586935.421,5403340.667,3210.270,125875772.206
586800.752,5403349.509,3235.860,125875774.603
586900.597,5403139.808,3233.800,125875775.257
586920.373,5403125.049,3523.760,125875775.567
586805.708,5402842.729,3092.400,125875779.882
586661.261,5403049.080,3223.040,125875780.299
586670.280,5402957.772,3185.240,125875781.102
586547.431,5402961.597,3144.830,125875783.130
586552.952,5402721.112,2992.590,125875785.333
586308.922,5402974.791,3039.700,125875786.501
586164.432,5402832.918,2911.650,125875789.365
586425.819,5402320.489,2798.780,125875790.531
586217.400,5402617.660,2827.840,125875790.650
586040.587,5402843.401,2873.340,125875791.127
586075.523,5402748.999,2827.860,125875791.465
586295.662,5402310.048,2755.510,125875792.405
586042.732,5402441.053,2701.260,125875795.214
585911.318,5402571.600,2698.840,125875796.050
585927.073,5402310.381,2636.370,125875798.765
585892.240,5402306.430,2620.610,125875799.449
585772.770,5402429.260,2598.410,125875800.099
585912.341,5402181.447,2604.260,125875800.492
586521.000,5402271.730,2803.010,125875924.333
586467.391,5402314.271,2880.590,125875924.978
586035.303,5402567.409,2727.510,125875926.835
586403.969,5402431.418,2823.600,125875926.900
586510.239,5402413.481,2818.820,125875927.351
586278.199,5402554.158,2790.750,125875928.556
586376.838,5402517.992,2823.230,125875928.627
586298.871,5402581.091,2835.660,125875929.415
586551.841,5402567.961,2931.180,125875931.123
586174.181,5402717.242,2857.320,125875931.304
586300.128,5402708.551,2895.730,125875932.007
586701.857,5402575.437,2959.910,125875932.437
586410.169,5402806.849,2970.440,125875934.564
586689.508,5402716.320,3075.370,125875935.037
586428.572,5402855.370,3040.400,125875935.596
586820.359,5402704.742,2949.570,125875935.610
586751.530,5402760.753,3032.430,125875936.176
586747.041,5402782.478,3025.360,125875936.540
586821.703,5402790.060,2987.070,125875937.113
586725.122,5403015.598,3223.090,125875939.536
586682.893,5403105.858,3244.190,125875940.471
586823.919,5403067.609,3214.150,125875940.629
586948.017,5403092.087,3183.360,125875941.614
587072.467,5403100.683,3134.370,125875942.707
586806.129,5403228.840,3259.290,125875943.724
586964.979,5403184.079,3211.110,125875943.976
587081.337,5403214.929,3205.350,125875945.339
587355.303,5403236.313,3007.510,125875946.837
586948.172,5403353.602,3240.020,125875947.274
587065.717,5403361.379,3254.530,125875948.648
587137.450,5403345.001,3226.380,125875948.782
587307.417,5403369.581,3043.880,125875949.994
586981.907,5403459.120,3223.080,125875950.049
587348.798,5403365.482,3009.530,125875950.077
587462.272,5403370.157,2958.880,125875950.617
587177.321,5403487.771,3093.030,125875951.244
587450.617,5403608.170,2899.850,125875955.297
587317.737,5403753.521,2901.020,125875957.501
587435.053,5403748.811,2842.910,125875958.099
587190.121,5403886.311,2930.160,125875959.494
587448.128,5404153.828,2759.450,125875966.602
587964.659,5404158.478,2523.200,125875969.908
587964.348,5404025.442,2541.860,125876095.635
588103.459,5403770.202,2535.320,125876095.872
587717.932,5404297.463,2628.440,125876096.893
587461.689,5403110.090,2925.920,125876116.882
587204.252,5403373.962,3142.230,125876118.876
587344.071,5402976.837,2959.110,125876120.077
587208.822,5403237.010,3143.230,125876120.186
587103.570,5403394.773,3221.420,125876120.571
587075.541,5402706.613,2940.480,125876128.709
586941.821,5402972.061,3122.770,125876128.728
586946.341,5402711.701,2924.800,125876131.490
586831.309,5402958.517,3152.740,125876131.550
586798.767,5403027.627,3223.050,125876131.596
586950.522,5402451.928,2931.720,125876134.583
586683.488,5402837.682,3124.320,125876136.101
586713.037,5402688.182,2986.040,125876136.842
586558.769,5402844.421,3086.330,125876138.547
586578.302,5402732.293,3029.760,125876139.350
586691.181,5402318.002,2928.380,125876143.267
586562.041,5402449.719,2903.980,125876144.560
586430.228,5402575.370,2911.790,125876145.985
586445.937,5402453.381,2867.130,125876147.479
586357.307,5402467.621,2827.920,125876149.333
586595.307,5402047.842,2831.940,125876149.899
586565.740,5401924.010,2739.640,125876152.080
586430.413,5401785.150,2615.760,125876280.842
586533.421,5401759.893,2626.020,125876281.022
586186.843,5401930.870,2645.830,125876281.375
586317.091,5401928.663,2681.610,125876281.992
586699.453,5401797.072,2729.730,125876282.325
586180.343,5402058.042,2687.920,125876283.001
586953.257,5402188.731,2945.940,125876286.885
587062.081,5402352.988,2967.790,125876290.551
586673.492,5402612.677,3026.030,125876292.302
587080.697,5402452.050,2920.660,125876292.333
587227.692,5402546.361,2827.560,125876295.145
